item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel
Weaving: A Handbook of the Fiber Arts by Held, Shirley E.		0918I2Z4U5F	941	57.83	1	2011-09-17 21:41:16 PDT		y	2		Clean pages and tight spine. There is an address label on header page. Fast Shipping! 100% Satisfaction Guaranteed!	2				0030428211			1	Domestic		0030428211			0	DEFAULT
Quilts! Quilts!! Quilts!!! : The Complete Guide to Quiltmaking [Paperback]		0918I2Z4UQ9	943	4.99	1	2011-09-17 21:41:21 PDT		y	2		Gently read; Clean pages; Very slight corner curl. Address label on header page. Fast Shipping! 100% Satisfaction Guaranteed!	2				0844226173			1	Domestic		0844226173			0	DEFAULT
Bargello Quilts by Edie, Marge; Reinstatler, Laura M.; Chrisman, David		0918I2Z4V6X	945	6.4	1	2011-09-17 21:41:26 PDT		y	2		Book looks unused - clean pages and tight spine. There is an address label on header page. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1564770672			1	Domestic		1564770672			0	DEFAULT
Pennsylvania Dutch Cut & Use Stencils by Day, JoAnne C.		0918I2Z4VIL	946	6.88	1	2011-09-17 21:41:28 PDT		y	2		Book looks unused - clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0486205746			1	Domestic		0486205746			0	DEFAULT
By Southern Hands: A Celebration of Craft Traditions in the South by Arnow, Jan		0918I364IG9	947	5.9	1	2011-09-18 09:43:39 PDT		y	2		Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				0848707117			1	Domestic		0848707117			0	DEFAULT
Hawaiian Quilting Made Easy by Singletary, Milly		0925I9SPFV3	948	5.99	1	2011-09-25 10:39:23 PDT		y	2		Gently read with clean pages and tight spine. Name on header page. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				096012568X			1	Domestic		096012568X			0	DEFAULT
Creating With Soapstone: Simple Techniques, Beautiful Projects		0918I364K53	949	5.99	1	2011-09-18 09:44:04 PDT		y	2		Gently read with clean pages and tight spine. Very slight edge wear on bottom. Fast Shipping! Ships within 24 hours!! 100% Satisfaction Guaranteed!	3				1887374132			1	Domestic		1887374132			0	DEFAULT
Old-Fashioned Afghans to Knit and Crochet by Weiss, Rita		0918I364L93	951	16.95	1	2011-09-18 09:44:08 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0486250547			1	Domestic		0486250547			0	DEFAULT
Popcorn Crochet Bedspread Designs (Dover needlework series) by Weiss, Rita		0918I364MAL	953	11.43	1	2011-09-18 09:44:11 PDT		y	2		Very nice copy with all clean bright pages and tight spine. Book has a slight bend due to improper storage. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0486248623			1	Domestic		0486248623			0	DEFAULT
Assisi Embroidery: Technique and 42 Charted Designs (Dover Needlework)		0918I364MSX	954	4.99	1	2011-09-18 09:44:12 PDT		y	2		Clean pages and tight spine; Corner bumps and slight curling from storage and handling. Name written on header page. Fast Shipping! 100% Satisfaction Guaranteed!	3				0486237435			1	Domestic		0486237435			0	DEFAULT
Charted Folk Designs for Cross-Stitch Embroidery: 278 Charts of Ancient Folk ...		0918I364NDR	955	7.5	1	2011-09-18 09:44:14 PDT		y	2		Gently read; Clean pages; Very slight corner curl. Name written on header page. Fast Shipping! 100% Satisfaction Guaranteed!	2				0486231917			1	Domestic		0486231917			0	DEFAULT
Charted Swiss Folk Designs (Dover needlework series) by Parolini-Ruffini, Elvira		0918I364OMR	956	4.99	1	2011-09-18 09:44:19 PDT		y	2		Gently read; Clean pages; Very slight bendl. Name written on header page. Fast Shipping! 100% Satisfaction Guaranteed!	1				0486235742			1	Domestic		0486235742			0	DEFAULT
Crocheting Afghans (Dover needlework series) by Weiss, Rita		0918I364Q0R	957	4.99	1	2011-09-18 09:44:38 PDT		y	2		Gently read; Clean pages; Cover has very slight bend due to storage.. Fast Shipping! 100% Satisfaction Guaranteed!	1				0486238830			1	Domestic		0486238830			0	DEFAULT
An Encyclopedia of Ribbon Embroidery Flowers: 121 Designs (American School of...		0918I3652G9	958	23.13	1	2011-09-18 09:48:11 PDT		y	2		Book looks unused - clean pages and tight spine. There is an address label on header page. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0881957038			1	Domestic		0881957038			0	DEFAULT
Ribbon Embroidery Alphabets with Iron On Transfers by Baatz, Barbara		0918I36533L	959	4.99	1	2011-09-18 09:48:24 PDT		y	2		Book looks new - clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0881957062			1	Domestic		0881957062			0	DEFAULT
The ultimate flower book by Hernandez, Jorja		0918I3653F9	960	4.99	1	2011-09-18 09:48:38 PDT		y	2		Book looks unused - clean pages and tight spine. There is an address label on header page. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0881956309			1	Domestic		0881956309			0	DEFAULT
Crocheting Afghans (Dover needlework series) by Weiss, Rita		0918I3654K3	961	4.99	1	2011-09-18 09:48:50 PDT		y	2		Very nice copy. Gently read; Clean pages; Some tanning on edge. Name written on header page. Fast Shipping! 100% Satisfaction Guaranteed!	2				0486238830			1	Domestic		0486238830			0	DEFAULT
Repeats and Borders Iron-on Transfer Patterns by Weiss, Rita		0918I364X4L	962	4.99	1	2011-09-18 09:46:34 PDT		y	2		Gently read; Clean pages; Cover has a slight curl due to improper storage.. Fast Shipping! 100% Satisfaction Guaranteed!	1				0486234282			1	Domestic		0486234282			0	DEFAULT
Learn to do Hand Quilting in Just One Day (4173) by Daniel, Nancy Brenan		0918I364YOF	963	4.99	1	2011-09-18 09:47:02 PDT		y	2		Book looks unused - clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0881957836			1	Domestic		0881957836			0	DEFAULT
Successful Machine Quilting by Michell, Marti		0918I364ZKX	964	4.99	1	2011-09-18 09:47:16 PDT		y	2		Book looks unused - clean pages and tight spine. There is an address label on header page. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0696204320			1	Domestic		0696204320			0	DEFAULT
Patterns for Guernseys, Jerseys, and Arans: Fishermen's Sweaters from the Bri...		0918I3650D9	965	4.99	1	2011-09-18 09:47:33 PDT		y	2		Gently read; Clean pages; Very slight corner curl. Some tanning and soil on edges. Fast Shipping! 100% Satisfaction Guaranteed!	2				0486227030			1	Domestic		0486227030			0	DEFAULT
Cat's Meow : Purr-fect Quilts for Cat Lovers by Kime, Janet		0918I365U0R	966	4.99	1	2011-09-18 09:55:04 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1564770613			1	Domestic		1564770613			0	DEFAULT
Quilting with Strips and Strings (Dover Needlework) by Rose, H. W.		0918I365UJX	967	5.99	1	2011-09-18 09:55:06 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! There is an address label on the header page. Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0486243575			1	Domestic		0486243575			0	DEFAULT
Glorious Crocheted Sweaters: More Than Sixty Exquisite Sweaters To Make and E...		0918I365V33	968	33.95	1	2011-09-18 09:55:08 PDT		y	2		Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				0806969911			1	Domestic		0806969911			0	DEFAULT
Mile-A-Minute Afghans (Leisure Arts #108200) (Crochet Treasury) by Leisure Arts		0918I365VNX	969	7.94	1	2011-09-18 09:55:09 PDT		y	2		Very nice clean copy. Slight corner bump upper right. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				1574860437			1	Domestic		1574860437			0	DEFAULT
The Alice B. Toklas Cook Book by Toklas, Alice B.		0417IU1LX19	97	4.99	1	2011-04-16 19:30:00 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0060913274			2	Domestic		0060913274			0	DEFAULT
Carving Teddy Bears With Kelley Stadelman (A Schiffer book for woodcarvers)		0918I365X3L	971	7.13	1	2011-09-18 09:55:13 PDT		y	2		Book looks unused - clean pages and tight spine. Has a slight bend due to improper storage. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0887408907			1	Domestic		0887408907			0	DEFAULT
Weekend Log Cabin Quilts for People Who Don't Have Time to Quilt, Book 3 (Ame...		0918I365YY9	973	9.88	1	2011-09-18 09:55:16 PDT		y	2		Book looks unused - clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0881953490			1	Domestic		0881953490			0	DEFAULT
Recipes to Tresure Collected from Family and Friends [Spiral-bound]		0919I3FJJW3	977	65	1	2011-09-18 21:20:43 PDT		y	2		Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				1582094578			1	Domestic		9781582094571			0	DEFAULT
Better IEPs : How to Develop Legally Correct and Educationally Useful Programs		0417IU1LX2X	98	9.95	1	2011-04-16 19:30:02 PDT		y	2		Excellent copy - gently read, if at all. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				1570351643			2	Domestic		1570351643			0	DEFAULT
Hands in clay: An introduction to ceramics by Speight, Charlotte F		0923I8NEX8F	980	4.99	1	2011-09-23 16:08:36 PDT		y	2		Good reading copy with some highlighting. There is edge and corner wear. Fast Shipping! Ships within 24 hours!! 100% Satisfaction Guaranteed!	4				0874848482			1	Domestic		0874848482			0	DEFAULT
The Complete Guide to Guitar and Amp Maintenance: A Practical Manual for Ever...		0923I8NEXT9	981	6.88	1	2011-09-23 16:08:38 PDT		y	2		Gently read with clean pages and tight spine. The only blemish is corner bumps on top and bottom. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0793534909			1	Domestic		0793534909			0	DEFAULT
Booking, Promoting and Marketing Your Music (Mix Pro Audio Series) [Paperback]		0923I8NEYX9	983	4.99	1	2011-09-23 16:08:45 PDT		y	2		Looks new with the exception of very slight corner fluffing. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0872887391			1	Domestic		0872887391			0	DEFAULT
Chord Workbook for Guitar Volume One : Guitar chords and chord progressions f...		0923I8NEZX3	986	10.25	1	2011-09-23 16:08:52 PDT		y	2		Gently read with clean pages and tight spine. Spiral binding. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0964863219			1	Domestic		0964863219			0	DEFAULT
Test Questions for Physical Education Activities by McGee, Rosemary		0923I8NF073	987	39.95	1	2011-09-23 16:08:53 PDT		y	2		Clean pages and tight spine; Corner bumps, slight edge wear and slight curling from storage and handling. Fast Shipping! 100% Satisfaction Guaranteed!	2				0873224124			1	Domestic		0873224124			0	DEFAULT
Cognitive Coaching: A Foundation for Renaissance Schools by Costa, Arthur		0417IU1LX7X	99	4.99	1	2011-04-16 19:30:04 PDT		y	2		Looks new with some shelf rub on the cover. Name written on header page.Fast Shipping! 100% Satisfaction Guaranteed!	3				0926842374			2	Domestic,Second		0926842374			0	DEFAULT
How and Where to Locate the Merchandise to Sell on eBay: Insider Information ...		0923I8NF3HF	991	12.56	1	2011-09-23 16:09:12 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0910627878			1	Domestic		9780910627870			0	DEFAULT
G.I. Joe: A Real American Hero Vol. 1 [Paperback] by Hama, Larry		0924I95XW89	994	12.48	1	2011-09-24 08:55:46 PDT		y	2		Book looks unused - clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1600108644			1	Domestic		9781600108648			0	DEFAULT
Captain America Vol. 1: Winter Soldier, Book One by Brubaker, Ed; Epting, Steve		0924I95XXH9	995	9.72	1	2011-09-24 08:55:48 PDT		y	2		Dust jacket has a 1/4" tear on top of spine from storage and handling. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				0785116516			1	Domestic		9780785116516			0	DEFAULT
Captain America Vol. 2: Winter Soldier, Book Two (v. 2) by Brubaker, Ed		0924I95XYM3	996	8.5	1	2011-09-24 08:55:50 PDT		y	2		Book looks unused - clean pages and tight spine. There is a name written on header page. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0785117083			1	Domestic		9780785117087			0	DEFAULT
Ultimates 3, Vol. 1: Who Killed The Scarlet Witch? by Jeph Loeb; Joe Madureira		0924I95Y38R	999	19.95	1	2011-09-24 08:55:55 PDT		y	2		Dust jacket has slight shelf scuffing. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				0785130373			1	Domestic		9780785130376			0	DEFAULT
Well Preserved: Pickles, Relishes, Jams and Chutneys for the New Cook		1015GGE0GIX	9N-1HP4-U52L	4.99	1	2010-10-14 17:36:46 PDT		y	1		Very nice clean copy.  Minimal edge wear.  Revised edition 2000.  100% Satisfaction Guaranteed!	2				1552851737			2	Domestic,Next,Second		1552851737			0	DEFAULT
Lawyers, Lawsuits, and Legal Rights: The Battle over Litigation in American S...		0328IJLJCTF	9N-6K8I-UBKY	7.83	1	2011-03-27 18:02:36 PDT		y	1		Good reading copy with clean pages.  Sligt crease in cover and some slight corner curl.  Fast Shipping!  100% Satisfaction Guaranteed!	3				0520243234			2	Domestic,Second		0520243234			0	DEFAULT
Coins of the world, 1750-1850 by Craig, William D		1015GGFHFOF	A5-OC6L-K6RA	4.99	1	2010-10-14 19:45:29 PDT		y	1		Dust jacket shows some wear.  Pages have some age discolorization but are clean and free of marks or highlighting.  100% Satisfaction Guaranteed!	3				0307093638			2	Domestic,International,Next,Second		0307093638			0	DEFAULT
The Sirens of Titan: A Novel [Paperback] by Vonnegut, Kurt		0319IFFMWSX	A9-8OMM-3YUH	6.9		2011-03-18 19:31:31 PDT		y	1		Nice Copy - gently read.  Fast Shipping!  100% Satisfaction Guaranteed!	2				0385333498			2	Domestic,International,Next,Second		0385333498				AMAZON_NA
Unfolding Destinies: The Ongoing Story the Auca Mission [Paperback]		0224I3AIGIF	A9-S04T-3XYR	4		2011-02-24 13:57:51 PST		y	1		Gently read with tight spine and clean pages.  Very slight corner curling.  Fast Shipping!  100% Satisfaction Guaranteed!	2				1572930411			2	Domestic,International,Next,Second		1572930411				AMAZON_NA
The Golf Omnibus [Hardcover] by Wodehouse, P.G		0109IJIP7OX	AG-HVEE-740D	4.99	1	2011-01-09 12:15:55 PST		y	1		Dust Jacket has some minor wear around edges.  Interior pages are clean and unmarked.  Fast Shipping!  100% Satisfaction Guaranteed!	2				B001E2WVVY			1	Domestic,Next,Second		B001E2WVVY			0	DEFAULT
Country Living Handmade Country: Old-Fashioned Crafts and Timeless Keepsakes		1126G264LKX	AG-NJHL-729N	3.99	1	2010-11-26 14:50:53 PST		y	1		Very nice copy but dust jacket has edge damage.  Interior pages are clean and unmarked.  Fast Shipping!  100% Satisfaction Guaranteed	2				0688144705			1	Domestic,Next,Second		0688144705			0	DEFAULT
Toning for Teens: The 20-Minute Workout that Makes You Look Good and Feel Great!		0110IJV4EE9	AG-OYNE-741T	3.99	1	2011-01-10 12:37:12 PST		y	1		Some very slight edge wear around cover.  Interior pages are bright, clean and unmarked.  Fast Shipping!  100% Guaranteed!  #1148	2				0446678155			2	Domestic,International,Next,Second		0446678155			0	DEFAULT
Ted Williams at War by Nowlin, Bill		1220GBWWBQ9	AN-6G9J-AB23	19.95		2010-12-19 17:04:40 PST		y	1		Excellent copy.  Slight smudge on bottom edge of pages.  Fast Shipping!	1				1579401252			2	Domestic,International,Next,Second		1579401252				AMAZON_NA
Yoga for Pregnancy: Ninety-Two Safe, Gentle Stretches Appropriate for Pregnan...		0110IJV2BSF	AN-YLZ6-ABX8	4.99	1	2011-01-10 12:27:24 PST		y	1		Very nice copy with no apparent blemishes.  Fast Shipping!  100% Guaranteed!  #1151	1				0312023227			2	Domestic,International,Next,Second		0312023227			0	DEFAULT
The Long Walk: The True Story of a Trek to Freedom by Rawicz, Slavomir		0326IJ4OETF	AQ-B4RF-U0TR	8.59	1	2011-03-26 07:10:00 PDT		y	1		Slight edge wear from storage and handling.  Fast Shipping!  100% Satisfaction Guaranteed!	11				1558216340			2	Domestic,Second		1558216340			0	DEFAULT
GTO: Great Teacher Onizuka, Vol. 17 [Paperback] by Tohru Fujisawa		1130G375VTL	AU-2RDQ-DI50	4.99	1	2010-11-29 18:03:42 PST		y	1		Fast Shipping! 100% Satisfaction Guaranteed!	11				159182141X			2	Domestic,International,Next,Second		159182141X			0	DEFAULT
Listen to the Wind [Hardcover] by Greg Mortenson; Susan Roth		0330IKEEHPF	BT-XOIJ-TQ9J	4.99	1	2011-03-29 17:37:32 PDT		y	1		Looks new but there is small tear in dust jacket.  Fast SHipping!  100% Satisfaction Guaranteed!	1				0803730586			2	Second		0803730586			0	DEFAULT
Play Guitar Today! A Complete Guide to the Basics [Paperback] by Doug Boduch		0206IUVS0MF	BX-7DJQ-DA4Z	4.99	1	2011-02-05 16:47:43 PST		y	1		An apparently unread copy with a sealed CD and clean and unmarked pages.  Book does have a severe curl on lower right which does not affect the reading of text.  Fast Shipping!  100% Satisfaction Guaranteed!	2				0634062417			2	Domestic,International,Next,Second		0634062417			0	DEFAULT
Robert Wolff's Book of Great Workouts : Everything You Need to Know to Vary Y...		1007GD2A0CF	BX-GNPZ-D5BJ	4.99	1	2010-10-07 08:42:47 PDT		y	1		Book slightly curved at top left from sitting on shelf - otherwise it's like new	2				0809297698			1	Domestic,Next,Second		0809297698			0	DEFAULT
Pool Cue Moosehead Bridge Head [Misc.]		1026IVHVNNL	BridgeMoose	0.1	15	2011-10-25 20:06:04 PDT		y	1		Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	11				B00144FNZI			1	Domestic		B00144FNZI			0	DEFAULT
Fabric Shopping with Alex Anderson: Seven Projects to Help You: ¥ Make Succes...		1108GR2EYV9	C8-DFO2-00EC	4.99	1	2010-11-08 06:29:57 PST		y	1		Lower right corner of cover has a slight crease.  Otherwise book is new - never used.  100% Satisfaction Guaranteed!  Fast Shipping	1				1571200894			2	Domestic,International,Next,Second		1571200894			0	DEFAULT
